Topic,count,ScienceT,year,citations
Regression,14,Environmental Sciences,2000,2718
Expert System,13,Environmental Sciences,2000,4310
Classification,10,Environmental Sciences,2000,18948
Pattern Recognition,8,Environmental Sciences,2000,16984
Back-propagation,6,Environmental Sciences,2000,1960
Image Classification,5,Environmental Sciences,2000,1385
Machine Learning,4,Environmental Sciences,2000,2768
Data Mining,3,Environmental Sciences,2000,7278
Multi-layer perceptron,3,Environmental Sciences,2000,1563
Convolutional Networks,2,Environmental Sciences,2000,195
AI,2,Environmental Sciences,2000,33238
Monte Carlo,2,Environmental Sciences,2000,439
Database,2,Environmental Sciences,2000,3802
Information Retrieval,2,Environmental Sciences,2000,5576
Data Center,2,Environmental Sciences,2000,467
Computer Vision,1,Environmental Sciences,2000,6318
Dimensionality Reduction,1,Environmental Sciences,2000,6832
Image Segmentation,1,Environmental Sciences,2000,3834
Feature Extraction,1,Environmental Sciences,2000,10130
Supercomputers,1,Environmental Sciences,2000,389
Back-propagation,3,Physiology,2000,1960
UAM,2,Physiology,2000,211
Supervised Learning,1,Physiology,2000,797
Classification,1,Physiology,2000,18948
Object Recognition,1,Physiology,2000,9158
Pattern Recognition,1,Physiology,2000,16984
Expert System,7,Medical Laboratory Technology,2000,4310
Classification,4,Medical Laboratory Technology,2000,18948
Database,3,Medical Laboratory Technology,2000,3802
Pattern Recognition,2,Medical Laboratory Technology,2000,16984
Clustering,1,Medical Laboratory Technology,2000,6232
Genetic Algorithm,1,Medical Laboratory Technology,2000,1834
Knowledge Representation,1,Medical Laboratory Technology,2000,1692
Regression,1,Medical Laboratory Technology,2000,2718
AI,1,Educational Research,2000,33238
Information Retrieval,1,Educational Research,2000,5576
Robotics,1,Educational Research,2000,6934
AI,38,Imaging Science,2000,33238
Classification,25,Imaging Science,2000,18948
Robots,21,Imaging Science,2000,12399
Robotics,19,Imaging Science,2000,6934
Image Segmentation,15,Imaging Science,2000,3834
Image Classification,13,Imaging Science,2000,1385
Pattern Recognition,13,Imaging Science,2000,16984
Database,12,Imaging Science,2000,3802
Object Recognition,11,Imaging Science,2000,9158
Feature Extraction,8,Imaging Science,2000,10130
Computer Vision,7,Imaging Science,2000,6318
Face Detection,5,Imaging Science,2000,1129
Information Retrieval,4,Imaging Science,2000,5576
Clustering,3,Imaging Science,2000,6232
Mobile Robots,3,Imaging Science,2000,3563
UAM,3,Imaging Science,2000,211
SVM,3,Imaging Science,2000,3534
High Performance Computing,2,Imaging Science,2000,258
Convolutional Networks,2,Imaging Science,2000,195
Hardware Acceleration,1,Imaging Science,2000,15
Regression,1,Imaging Science,2000,2718
Manipulator,1,Imaging Science,2000,3505
Genetic Algorithm,1,Imaging Science,2000,1834
Expert System,1,Imaging Science,2000,4310
Image Recognition,1,Imaging Science,2000,238
RDBMS & SQL,1,Imaging Science,2000,80
Bayesian Inference,1,Imaging Science,2000,136
Knowledge Representation,1,Imaging Science,2000,1692
UGV,1,Imaging Science,2000,203
Machine Learning,1,Imaging Science,2000,2768
Humanoid Robots,1,Imaging Science,2000,32
Back-propagation,1,Imaging Science,2000,1960
Transformers & Attention,1,Imaging Science,2000,6
Feature Engineering,1,Imaging Science,2000,1
Pattern Recognition,14,Biochemistry,2000,16984
Robotics,12,Biochemistry,2000,6934
Classification,11,Biochemistry,2000,18948
Machine Learning,8,Biochemistry,2000,2768
Database,7,Biochemistry,2000,3802
Robots,7,Biochemistry,2000,12399
Object Recognition,4,Biochemistry,2000,9158
Data Mining,3,Biochemistry,2000,7278
Multi-layer perceptron,2,Biochemistry,2000,1563
Expert System,2,Biochemistry,2000,4310
Image Segmentation,2,Biochemistry,2000,3834
Computer Vision,2,Biochemistry,2000,6318
Regression,2,Biochemistry,2000,2718
BD & Cloud Solutions,1,Biochemistry,2000,76
Markov,1,Biochemistry,2000,817
Supervised Learning,1,Biochemistry,2000,797
Back-propagation,1,Biochemistry,2000,1960
Unsupervised Learning,1,Biochemistry,2000,845
Monte Carlo,1,Biochemistry,2000,439
Dimensionality Reduction,1,Biochemistry,2000,6832
Clustering,1,Biochemistry,2000,6232
Information Retrieval,1,Biochemistry,2000,5576
AI,1,Biochemistry,2000,33238
Manipulator,1,Biochemistry,2000,3505
UAM,1,Biochemistry,2000,211
Robotics,3,Philosophy of Science,2000,6934
Manipulator,2,Philosophy of Science,2000,3505
AI,1,Philosophy of Science,2000,33238
Robots,1,Philosophy of Science,2000,12399
Regression,1,Gerontology,2000,2718
Robots,31,Management Science,2000,12399
AI,18,Management Science,2000,33238
Expert System,17,Management Science,2000,4310
Robotics,14,Management Science,2000,6934
Genetic Algorithm,8,Management Science,2000,1834
Classification,7,Management Science,2000,18948
Manipulator,6,Management Science,2000,3505
Database,6,Management Science,2000,3802
AUV,4,Management Science,2000,759
Mobile Robots,4,Management Science,2000,3563
Pattern Recognition,4,Management Science,2000,16984
Data Mining,4,Management Science,2000,7278
Regression,3,Management Science,2000,2718
Machine Learning,2,Management Science,2000,2768
Computer Vision,2,Management Science,2000,6318
Supervised Learning,2,Management Science,2000,797
Information Retrieval,2,Management Science,2000,5576
Feature Extraction,2,Management Science,2000,10130
Convolutional Networks,2,Management Science,2000,195
Knowledge Representation,1,Management Science,2000,1692
Optimization Algorithm,1,Management Science,2000,152
NLP,1,Management Science,2000,516
Multi-layer perceptron,1,Management Science,2000,1563
Image Segmentation,1,Management Science,2000,3834
Back-propagation,1,Management Science,2000,1960
AI,72,Mathematics,2000,33238
Classification,29,Mathematics,2000,18948
Robots,29,Mathematics,2000,12399
Pattern Recognition,21,Mathematics,2000,16984
Expert System,15,Mathematics,2000,4310
Robotics,12,Mathematics,2000,6934
Image Segmentation,11,Mathematics,2000,3834
Data Mining,11,Mathematics,2000,7278
Manipulator,8,Mathematics,2000,3505
Quantum Computing,8,Mathematics,2000,7120
Multi-layer perceptron,8,Mathematics,2000,1563
Mobile Robots,8,Mathematics,2000,3563
Knowledge Representation,7,Mathematics,2000,1692
Machine Learning,7,Mathematics,2000,2768
Dimensionality Reduction,7,Mathematics,2000,6832
Regression,7,Mathematics,2000,2718
Back-propagation,6,Mathematics,2000,1960
Computer Vision,6,Mathematics,2000,6318
Genetic Algorithm,6,Mathematics,2000,1834
Database,5,Mathematics,2000,3802
Supercomputers,5,Mathematics,2000,389
Markov,5,Mathematics,2000,817
High Performance Computing,4,Mathematics,2000,258
Clustering,4,Mathematics,2000,6232
Object Recognition,3,Mathematics,2000,9158
Monte Carlo,3,Mathematics,2000,439
Reinforcement Learning,3,Mathematics,2000,589
Convolutional Networks,3,Mathematics,2000,195
Statistical Learning,2,Mathematics,2000,3373
Voice Recognition,2,Mathematics,2000,1859
Supervised Learning,2,Mathematics,2000,797
Machine Translation,2,Mathematics,2000,272
Search Algorithm,2,Mathematics,2000,362
Automated Reasoning,2,Mathematics,2000,324
Image Recognition,1,Mathematics,2000,238
NLP,1,Mathematics,2000,516
Boltzmann Machine,1,Mathematics,2000,4
Gesture Recognition,1,Mathematics,2000,93
Transformers & Attention,1,Mathematics,2000,6
Dynamic Programming,1,Mathematics,2000,294
Information Retrieval,1,Mathematics,2000,5576
Unsupervised Learning,1,Mathematics,2000,845
Bayesian Inference,1,Mathematics,2000,136
Feature Extraction,1,Mathematics,2000,10130
AI,1,Education,2000,33238
Information Retrieval,1,Education,2000,5576
Robotics,1,Education,2000,6934
Classification,1,Conservation,2000,18948
AUV,16,Oceanography,2000,759
Classification,10,Oceanography,2000,18948
Robotics,5,Oceanography,2000,6934
Data Center,2,Oceanography,2000,467
Robots,2,Oceanography,2000,12399
Monte Carlo,1,Oceanography,2000,439
Dimensionality Reduction,1,Oceanography,2000,6832
Object Recognition,1,Oceanography,2000,9158
Multi-layer perceptron,1,Oceanography,2000,1563
Pattern Recognition,1,Oceanography,2000,16984
Image Classification,1,Oceanography,2000,1385
Feature Extraction,1,Oceanography,2000,10130
Image Segmentation,1,Oceanography,2000,3834
Genetic Algorithm,1,Oceanography,2000,1834
Big Data,1,Oceanography,2000,38
Manipulator,1,Oceanography,2000,3505
Robots,89,Instruments,2000,12399
Robotics,42,Instruments,2000,6934
AI,38,Instruments,2000,33238
Pattern Recognition,35,Instruments,2000,16984
Mobile Robots,28,Instruments,2000,3563
Manipulator,27,Instruments,2000,3505
Classification,26,Instruments,2000,18948
Multi-layer perceptron,23,Instruments,2000,1563
Dimensionality Reduction,15,Instruments,2000,6832
Feature Extraction,14,Instruments,2000,10130
Expert System,8,Instruments,2000,4310
Data Center,6,Instruments,2000,467
Object Recognition,6,Instruments,2000,9158
Clustering,4,Instruments,2000,6232
Genetic Algorithm,4,Instruments,2000,1834
Regression,4,Instruments,2000,2718
Computer Vision,3,Instruments,2000,6318
RNN,3,Instruments,2000,271
Back-propagation,3,Instruments,2000,1960
Data Mining,3,Instruments,2000,7278
Monte Carlo,2,Instruments,2000,439
Convolutional Networks,2,Instruments,2000,195
Machine Learning,2,Instruments,2000,2768
Pose Estimation,2,Instruments,2000,284
Reinforcement Learning,2,Instruments,2000,589
AUV,2,Instruments,2000,759
RDBMS & SQL,1,Instruments,2000,80
Dynamic Programming,1,Instruments,2000,294
Image Segmentation,1,Instruments,2000,3834
Humanoid Robots,1,Instruments,2000,32
Big Data,1,Instruments,2000,38
Markov,1,Instruments,2000,817
AI,5,Construction,2000,33238
Robots,3,Construction,2000,12399
Robotics,2,Construction,2000,6934
Data Mining,1,Construction,2000,7278
Voice Recognition,1,Construction,2000,1859
Expert System,1,Construction,2000,4310
Database,1,Construction,2000,3802
Information Retrieval,1,Construction,2000,5576
Pattern Recognition,8,Food Science,2000,16984
Classification,5,Food Science,2000,18948
RNN,3,Food Science,2000,271
Dimensionality Reduction,3,Food Science,2000,6832
Expert System,2,Food Science,2000,4310
Computer Vision,2,Food Science,2000,6318
Robots,2,Food Science,2000,12399
Machine Learning,2,Food Science,2000,2768
Back-propagation,1,Food Science,2000,1960
Monte Carlo,1,Food Science,2000,439
Object Recognition,1,Food Science,2000,9158
Regression,1,Food Science,2000,2718
Regression,14,Environmental,2000,2718
Expert System,13,Environmental,2000,4310
Classification,10,Environmental,2000,18948
Pattern Recognition,8,Environmental,2000,16984
Back-propagation,6,Environmental,2000,1960
Image Classification,5,Environmental,2000,1385
Machine Learning,4,Environmental,2000,2768
Data Mining,3,Environmental,2000,7278
Multi-layer perceptron,3,Environmental,2000,1563
Convolutional Networks,2,Environmental,2000,195
AI,2,Environmental,2000,33238
Monte Carlo,2,Environmental,2000,439
Database,2,Environmental,2000,3802
Information Retrieval,2,Environmental,2000,5576
Data Center,2,Environmental,2000,467
Computer Vision,1,Environmental,2000,6318
Dimensionality Reduction,1,Environmental,2000,6832
Image Segmentation,1,Environmental,2000,3834
Feature Extraction,1,Environmental,2000,10130
Supercomputers,1,Environmental,2000,389
Data Center,8,Astrophysics,2000,467
Robotics,2,Astrophysics,2000,6934
Dimensionality Reduction,1,Astrophysics,2000,6832
RDBMS & SQL,1,Astrophysics,2000,80
Data Mining,1,Astrophysics,2000,7278
Image Segmentation,1,Astrophysics,2000,3834
Manipulator,1,Astrophysics,2000,3505
Robots,1,Astrophysics,2000,12399
Pattern Recognition,1,Microscopy,2000,16984
Robots,1,Microscopy,2000,12399
Robotics,1,Pediatrics,2000,6934
Robots,1,Pediatrics,2000,12399
AI,32,Nuclear Medicine,2000,33238
Image Segmentation,19,Nuclear Medicine,2000,3834
Classification,16,Nuclear Medicine,2000,18948
Robots,12,Nuclear Medicine,2000,12399
Pattern Recognition,11,Nuclear Medicine,2000,16984
Object Recognition,10,Nuclear Medicine,2000,9158
Robotics,10,Nuclear Medicine,2000,6934
Feature Extraction,7,Nuclear Medicine,2000,10130
Database,6,Nuclear Medicine,2000,3802
Voice Recognition,4,Nuclear Medicine,2000,1859
Information Retrieval,3,Nuclear Medicine,2000,5576
Face Detection,3,Nuclear Medicine,2000,1129
SVM,3,Nuclear Medicine,2000,3534
Dimensionality Reduction,3,Nuclear Medicine,2000,6832
Back-propagation,3,Nuclear Medicine,2000,1960
Regression,3,Nuclear Medicine,2000,2718
UGV,1,Nuclear Medicine,2000,203
Computer Vision,1,Nuclear Medicine,2000,6318
Clustering,1,Nuclear Medicine,2000,6232
Image Recognition,1,Nuclear Medicine,2000,238
Genetic Algorithm,1,Nuclear Medicine,2000,1834
Data Center,1,Nuclear Medicine,2000,467
Quantum Computing,1,Nuclear Medicine,2000,7120
Mobile Robots,1,Nuclear Medicine,2000,3563
Classification,10,Atmospheric Sciences,2000,18948
Data Center,4,Atmospheric Sciences,2000,467
Dimensionality Reduction,3,Atmospheric Sciences,2000,6832
Multi-layer perceptron,2,Atmospheric Sciences,2000,1563
Database,2,Atmospheric Sciences,2000,3802
Robotics,2,Atmospheric Sciences,2000,6934
Expert System,2,Atmospheric Sciences,2000,4310
Regression,1,Atmospheric Sciences,2000,2718
Monte Carlo,1,Atmospheric Sciences,2000,439
Back-propagation,1,Atmospheric Sciences,2000,1960
Pattern Recognition,1,Atmospheric Sciences,2000,16984
Object Recognition,1,Atmospheric Sciences,2000,9158
Image Classification,1,Atmospheric Sciences,2000,1385
Image Segmentation,1,Atmospheric Sciences,2000,3834
Robots,1,Atmospheric Sciences,2000,12399
Object Recognition,3,Ophthalmology,2000,9158
Pattern Recognition,3,Ophthalmology,2000,16984
Feature Extraction,1,Ophthalmology,2000,10130
Classification,1,Ophthalmology,2000,18948
Classification,3,Pharmacology,2000,18948
Pattern Recognition,2,Pharmacology,2000,16984
Database,1,Pharmacology,2000,3802
Robotics,1,Pharmacology,2000,6934
Robots,1,Pharmacology,2000,12399
Object Recognition,1,Pharmacology,2000,9158
Classification,11,Geology,2000,18948
Image Classification,3,Geology,2000,1385
Data Center,3,Geology,2000,467
Back-propagation,2,Geology,2000,1960
Feature Extraction,2,Geology,2000,10130
Expert System,2,Geology,2000,4310
Database,1,Geology,2000,3802
Image Recognition,1,Geology,2000,238
Image Segmentation,1,Geology,2000,3834
Object Recognition,1,Geology,2000,9158
Multi-layer perceptron,1,Geology,2000,1563
Computer Vision,1,Geology,2000,6318
Pattern Recognition,1,Geology,2000,16984
Monte Carlo,1,Geology,2000,439
Knowledge Representation,1,Geology,2000,1692
Regression,1,Geology,2000,2718
Robots,1,Geology,2000,12399
Robots,9,Surgery,2000,12399
Robotics,5,Surgery,2000,6934
Classification,2,Surgery,2000,18948
AI,1,Surgery,2000,33238
Data Storage,1,Surgery,2000,23
Regression,1,Surgery,2000,2718
Expert System,1,Surgery,2000,4310
Feature Extraction,1,Surgery,2000,10130
Manipulator,1,Surgery,2000,3505
Machine Learning,6,Biotechnology,2000,2768
Robotics,4,Biotechnology,2000,6934
Robots,3,Biotechnology,2000,12399
Classification,3,Biotechnology,2000,18948
Clustering,1,Biotechnology,2000,6232
Data Mining,1,Biotechnology,2000,7278
Markov,1,Biotechnology,2000,817
Database,1,Biotechnology,2000,3802
Dimensionality Reduction,1,Biotechnology,2000,6832
Pattern Recognition,1,Biotechnology,2000,16984
Object Recognition,1,Biotechnology,2000,9158
Expert System,2,Otorhinolaryngology,2000,4310
Database,2,Otorhinolaryngology,2000,3802
Machine Learning,1,Otorhinolaryngology,2000,2768
Genetic Algorithm,1,Otorhinolaryngology,2000,1834
Regression,1,Otorhinolaryngology,2000,2718
Classification,1,Otorhinolaryngology,2000,18948
Feature Extraction,1,Otorhinolaryngology,2000,10130
AI,52,Technology,2000,33238
Classification,37,Technology,2000,18948
Robots,33,Technology,2000,12399
Pattern Recognition,28,Technology,2000,16984
Robotics,26,Technology,2000,6934
Database,18,Technology,2000,3802
Image Segmentation,17,Technology,2000,3834
Quantum Computing,17,Technology,2000,7120
Object Recognition,14,Technology,2000,9158
Image Classification,13,Technology,2000,1385
Expert System,13,Technology,2000,4310
Computer Vision,10,Technology,2000,6318
Feature Extraction,8,Technology,2000,10130
Information Retrieval,6,Technology,2000,5576
Supercomputers,5,Technology,2000,389
Face Detection,5,Technology,2000,1129
Clustering,4,Technology,2000,6232
Mobile Robots,4,Technology,2000,3563
Manipulator,4,Technology,2000,3505
Knowledge Representation,4,Technology,2000,1692
Convolutional Networks,4,Technology,2000,195
Regression,3,Technology,2000,2718
RNN,3,Technology,2000,271
Dimensionality Reduction,3,Technology,2000,6832
Machine Learning,3,Technology,2000,2768
Back-propagation,3,Technology,2000,1960
SVM,3,Technology,2000,3534
UAM,3,Technology,2000,211
Monte Carlo,3,Technology,2000,439
Genetic Algorithm,2,Technology,2000,1834
High Performance Computing,2,Technology,2000,258
